Text,Category
AFC اجازه میزبانی نساجی از حریفان آسیایی در ورزشگاه وطنی را می‌دهد؟,sport
بازگشت علوی به فدراسیون فوتبال,sport
سه فوتبالیست فارس به اردوی تیم ملی فوتبال  بانوان دعوت شدند,sport
منچستری‌ها به دنبال جانشین دخیا؛ تن‌هاخ شاگرد سابقش را می‌خواهد,sport
شجاعی پرسپولیس را محکوم کرد,sport
۲۶ بازیکن به اردوی تیم ملی کبدی بانوان دعوت شدند,sport
هفت بوکسور ایران در رینگ جهانی,sport
قطر میهمان جام طلایی کونکاکاف ۲۰۲۳,sport
مبارزه کاراته‌کاها برای‌ رسیدن به پیکارهای آسیایی و جهانی,sport
تهران میزبان پیکارهای کشتی فرنگی جام تختی شد,sport
قهرمانان کشتی آزاد و فرنگی نونهالان کردستان معرفی شدند,sport
سایه روشن های ورزش فارس در سال ۱۴۰۱ ، از سقوط فجر تا طلای گرگ ایرانی,sport
رقیب یزدانی به تیم ملی کشتی یونان پیوست,sport
زمان نشست خبری سرمربی تیم ملی والیبال مشخص شد,sport
واکنش سایت روسی به ناکامی آزادکاران ایرانی در آسیا,sport
انتخاب سرمربی تیم ملی بسکتبال تا قبل از پایان لیگ/آغاز اردوی تیم ملی از خرداد,sport
قارداشی: تنیس روی‌میز ایران به سطح یک دنیا نزدیک می‌شود/ برگزاری اردوی تیم ملی در فرانسه,sport
پرچمداری کاروان ایران در بازی‌های آسیایی به چه کسی خواهد رسید؟,sport
جدایی مربی ایرانی از تیم ملی فوتسال عراق/ ناظم‌الشریعه گران‌ترین مربی جهان می‌شود,sport
پایان هیمنه باروز؛ غولی که دیگر ترسناک نیست,sport
انتخاب دو ملی‌پوش بدمینتون ایران از سوی کنفدراسیون آسیا,sport
استاندار گلستان: مقاومت در جذب مدال‌آوران واجدشرایط، ترک فعل مدیران محسوب می‌شود,sport
جریمه ۳۰۰ هزاردلاری فوتبال ایران به دلیل سندسازی/ساپینتو: من ذره‌ای به دربی فکر نمی‌کنم,sport
صدر جدول لیگ هندبال کماکان به رنگ طلایی,sport
مربی مس کرمان: گل نخست پرسپولیس ۱۰۰ درصد آفساید بود,sport
سرمربی پرسپولیس: بخشی از مطالبات بازیکنان پیش از شهرآورد پرداخت می‌شود,sport
حاشیه‌های دیدار نفت مسجدسلیمان و ذوب‌آهن اصفهان,sport
پیروزی تیم بسکتبال پالایش نفت آبادان برابر مهرام تهران,sport
مجتبی حسینی در یک قدمی هدایت تیم فوتبال امید؛ ربیعی و درخشان گزینه‌های بعدی,sport
تیم هندبال پیکان سبزوار برابر رعد پدافند البرز به پیروزی رسید,sport
شهرداری گرگان راهی مرحله نیمه نهایی لیگ برتر بسکتبال شد,sport
لیگ هندبال بانوان؛ صعود فولاد هرمزگان به جمع چهار تیم برتر,sport
صعود شهرداری گرگان به نیمه‌نهایی لیگ برتر بسکتبال و شکست کاله در اراک,sport
تساوی قابل پیش‌بینی نساجی و آلومینیوم؛ اولین امتیاز با مربی اسپانیایی,sport
خط و نشان در کویر؛ پرسپولیس با برد به استقبال شهرآورد رفت,sport
برد ارزشمند نفت مسجدسلیمان/ امیدها زنده شد,sport
حواشی بازی مهم در کرمان؛ از بیرون کشیدن تیم پرسپولیس تا ماجرای گاز اشک آور+فیلم,sport
برتری پرسپولیس مقابل مس کرمان در نیمه نخست,sport
سخنگوی استقلال پاسخ تاج را داد: مالکیت پرسپولیس حل نشده است,sport
استقلال شکست هوادار را تمرین کرد,sport
ساپینتو: من ذره‌ای به دربی فکر نمی‌کنم/ داور اشتباه کند نمی‌توانم آرام باشم,sport
گنجایش ورزشگاه محل بازی مس کرمان و پرسپولیس تکمیل شد+فیلم,sport
نگاهی به دیدار نمایندگان خوزستان در هفته بیست و ششم لیگ برتر فوتبال,sport
نوری: شیطنت‌ها علیه استقلال مهندسی شده است,sport
اعلام ترکیب پرسپولیس برای رویارویی با مس,sport
معاون فرهنگی و اجتماعی شهرداری: خانه های کشتی در پایتخت توسعه می یابد,sport
شهردار تهران: یکی از اهداف مدیریت شهری میدان دادن به استعدادهای ورزشی است,sport
هفته چهارم رقابت‌های اسب‌دوانی کورس بهاره کشور در یزد برگزار شد+فیلم,sport
تیم ملی کشتی آزاد در رده سوم آسیا قرار گرفت,sport
سهم کشتی آزاد ایران از آسیا فقط یک طلا/ کریمی نقره گرفت؛ معصومی ضربه شد,sport
ملوان با چهار غایب برابر تراکتور,sport
اسکوچیچ: با جاه‌طلبی سرمربی جوانان کرواسی شدم,sport
مسابقات تنیس روی میز قهرمانی جوانان منطقه چهار کشور در سنندج پایان یافت,sport
کاویانپور: کوچکترین غفلت برای پرسپولیس گران تمام خواهد شد,sport
قلعه‌نویی دیدار استقلال و هوادار را از نزدیک می‌بیند,sport
جوادی: حضور در راهپیمایی روز قدس یک فریضه الهی است,sport
حضور با شکوه جامعه ورزش در راهپیمایی روز قدس,sport
برنامه فدراسیون هندبال برای ساخت کمپ تیم‌های ملی,sport
اسکوچیچ در یک قدمی تیم فوتبال جوانان کرواسی,sport
قلعه‌نویی سرمربی تیم امید را به تاج پیشنهاد داد,sport
اسبقیان: رژیم جعلی و تروریست صهیونیست فرو خواهد پاشید,sport
معاون وزیر ورزش: مردم ایران پیشرو و میدان‌دار روز قدس هستند,sport
پولادگر: ورزشکاران برای حمایت از مردم فلسطین ایثار می‌کنند,sport
کریمی تنها فینالیستِ روز دوم/حذف کاووسی و محبی از دور رقابت‌ها,sport
حسینی: قدرت ملوان با حضور هواداران‌ دوچندان می‌شود,sport
تاج: پرسپولیس برای حضور در آسیا مشکلی ندارد/جریمه ۳۰۰ هزاردلاری فوتبال به دلیل سندسازی,sport
حدادی: زمان دقیق بازگشتم مشخص نیست,sport
زمان ۲ دیدار لیگ برتر فوتبال تغییر کرد,sport
گنج‌خانلو:‌ ۴مدال آسیایی گرفتم اما اثری در زندگی من نداشت,sport
آغاز روز دوم مسابقات کشتی آزاد قهرمانی آسیا با شکست محبی,sport
اورسجی: بودجه ورزش نیاز به بازنگری دارد/ به دنبال میزبانی کبدی ساحلی قهرمانی جهان هستیم,sport
فرهادی‌زاد: هیچ نگاه محدودکننده‌ای در اعزام بانوان به هانگژو نداریم,sport
خودزنی منچستریونایتد با کاپیتان مگوایر / سردار آزمون فرشته نجات لورکوزن,sport
طلای عموزاد در روز روزه داری بنزما و طارمی/ شمسایی و واکنش به یک نقل قول,sport
ناکامی نمایندگان ایران در اسکی بین‌المللی روسیه,sport
تارتار: بازی بسیار سختی مقابل نفت مسجدسلیمان داریم,sport
سرمربی نفت مسجد سلیمان: در مصاف با ذوب آهن به فکر سه امتیاز هستیم,sport
برتری فاینورد مقابل رم در حضور ۷۱ دقیقه‌ای جهابنخش,sport
مارتینز به بارسلونا پیوست؛ جانشین بوسکتس‌ از باسک‌ آمد,sport
غیبت دو پرسپولیسی مقابل مس کرمان,sport
سرمربی نساجی: فقط به فکر برد هستیم,sport
